model,dataset,filenames,domain,predicted_class,true_class
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YtnwOWv1b0ug_430.000_440.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y27Wik-pI21k_3.000_13.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y30xPyrny600_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y8v60jWtecrQ_100.000_110.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YP5yy31DZhdU_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1v4puiTI1io_29.000_39.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YvCCeTHsNhDw_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YQskrvf0toXE_240.000_250.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4Gut-EZr8wE_15.000_25.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YIwpvkdsO12s_230.000_240.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0wiJZ-N010M_60.000_70.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y61GCIbjGF1U_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YN7wWudI2QTc_0.000_7.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-628WBAudFs_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2FCyZ0OyWVM_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YS5Jb1bmGFJU_580.000_590.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1XMVyJIHSEQ_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YYHPKrnJmIXw_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YiN4EQy3fDSo_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y5Rhq0qtlCg4_1.000_11.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YNRXGO2-aPdg_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6iXijeJwyEg_170.000_180.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y_co_kWq6Nxc_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7a4RE4q4DOo_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YL-cJzUsjr1Y_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YMhCDvVj7INo_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YvbzU34h2C7M_280.000_290.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yqc7bFRQua40_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YF2-nfFV8bWE_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-PuWjo7dpww_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2zStp4n5Ego_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YKQT8EAzhXFs_0.000_7.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YE4OL2DNYVKc_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YWK4xb8wpNoM_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YKRXChlhyrrw_120.000_130.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1juK_MSbAfQ_3.000_13.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YE0P9OfvzBpY_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yt-HM5w6SNCw_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7kVeKeoFGZU_60.000_70.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y9p7jTWxQUig_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7VkPgYAjnYs_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YMzp5uTDaKog_120.000_130.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YfXWeL3Dvn6Y_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y06dB6rG7W3Q_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YEs26zEw6qTo_60.000_70.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y8jjuYfenHGI_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YxS-Mo-I51os_220.000_230.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0zMNpOW4R3I_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YDzrs45N5Vpg_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-x_mnLpPv8s_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqlUJAKm2ZGM_200.000_210.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YYDVMN0n1AW0_520.000_530.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YnoAxIsrYDuM_390.000_400.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YttPkV56jOEM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ywq1SeiXd1IU_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YlZXDIDQUlO4_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YPrVmFLKtm34_220.000_230.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YM4YUETGhC8M_60.000_70.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y5dQ8t0fQmf4_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YvNCbLGfqkDw_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YQv8CoajQZiM_120.000_130.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YXVPyEsGtu2M_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yxt_khpIbJjM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YDvG5UrUJJ3s_8.000_18.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y18exxLRmp40_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0pvFVpIljvI_100.000_110.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YkWGRmcQ2VPU_250.000_260.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yc-m-fupv3dc_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YslrYiu3dzWQ_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqsOLfH0TsN4_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YPphBDis5WIY_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0BfmMYay1Ww_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1JMWicsH-fc_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YEcpC4n66VlM_100.000_110.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YDp3XonyhanI_570.000_580.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBCpgP_VTy74_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YxUug_dTsOyk_440.000_450.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2s1vvXDX0XA_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yh6VP7GN4mxs_140.000_150.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YAeku3poeg0A_17.000_27.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4Qm81s-kswQ_490.000_500.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y51luPlswXEU_280.000_290.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YBh2TwUYaPKM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YLFYO2Kf6u3M_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YMJ_GXhRAt-4_70.000_80.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6Szb9ROSDNI_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-pSkWztl5Uc_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YMYDlFM57yDI_70.000_80.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7YTHFYKrVB8_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YXOr8ynoV7Ys_240.000_250.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yg86c_SkF8lU_380.000_390.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yu1d11QRPdKg_250.000_260.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yp10O2M5BryM_110.000_120.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJOqTRGxVzUM_350.000_360.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2RgrWwVRo6o_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y-AWooU1PDiM_70.000_80.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YD_zkKG5A994_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YRN7g5bVRp_0_140.000_150.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YIpW58fWGW5Q_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YZcJ6kOIRdPY_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y3X3l_qygzcM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y1EZQ7VRGny8_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0Hhdjzdj_kE_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0OXHIVwLrLQ_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YLxdLlDDQL84_42.000_52.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Ybag3dVAaa2A_210.000_220.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YxH-_-LVwsyU_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YDMx_uB71ahI_510.000_520.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y7g8QoqkTQfw_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHco29oMrPXA_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YE7n5Z8F4IUk_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YUJBsYbbI4Yg_140.000_150.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YJRdvGmQG0KM_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2_ljDKHdv6g_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YksT8QRWuYaE_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y046ueckSbw4_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YK0lz3KW1MrA_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YmY6c0ZLFMZY_90.000_100.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YSL3wB5sDcdw_350.000_360.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y462mYhjswJo_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0e5W2EMMwCc_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y_bwDW0v6XG4_280.000_290.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y34t59iePgb4_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yjcf9Smq-0Ps_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y0cI33KTedNc_21.000_31.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YV09q7s0nD1Y_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YEPLgaEuASU8_150.000_160.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y6-i320AJfCg_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVIalr4hh2wo_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YVt3qBXzyS5k_280.000_290.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YuUzHV1-g6cQ_250.000_260.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YuTSoX9vP49M_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YuN6WyFCS_0Q_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y81m8aajm7D4_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y2GcPFI4zIZU_230.000_240.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YFsJIqrnP1wE_40.000_50.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YndWWvIGB6Ok_180.000_190.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YhFXtXmUg984_100.000_110.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yrb_V1_NlM3U_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YyptNtBeWL0c_50.000_60.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yt1EaN_Mg7ec_30.000_40.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YcT875XG7f3k_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YqeEBCycp0dI_400.000_410.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YHMso7tPFFdM_130.000_140.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Yo4T7c332Qa0_160.000_170.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4XVnoOvr0N8_0.000_8.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YsrwDx0LbLGo_10.000_20.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/Y4-ZDiPFBwOc_0.000_10.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YPo4DUmZQUE4_20.000_30.000.wav,unlabeled,unlabeled,unlabeled
cmt_normal,desed_unlabeled,/mnt/data/data/dcase/dataset/audio/train/unlabel_in_domain_16k/YW9BfYcwNgLQ_70.000_80.000.wav,unlabeled,unlabeled,unlabeled
